	Line 334: 06:52.872	ID:22	30 0 411 0 4112 45 2 0 12598 11320 12596 49 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 336: 06:56.539	ID:22	-5003,415,415,17
	Line 337: 06:56.575	ID:22	30 0 415 0 4369 45 1 0 12336 11315 12596 53 2048 0 313 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 339: 06:57.585	ID:22	25293,416,416,4
	Line 340: 06:57.617	ID:22	30 0 416 0 1028 50 2 0 14642 11315 12596 54 1 18 6177 1 8 6176 6176 8 18378 1 6176 63492 36188 4414 5518 32422 0 0
	Line 342: 07:03.076	ID:22	-9828,422,422,16
	Line 343: 07:03.111	ID:22	30 0 422 0 4112 45 2 0 12856 11320 12852 50 2048 0 4 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 345: 07:07.816	ID:22	-4461,427,426,4
	Line 346: 07:07.852	ID:22	30 0 426 0 1028 45 2 0 13876 11313 12852 55 2048 0 223 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 348: 07:11.447	ID:22	29804,430,430,12
	Line 349: 07:11.483	ID:22	30 0 430 0 3084 50 1 0 12344 11316 13108 48 2048 0 487 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 354: 07:13.228	ID:22	3819,432,432,1
	Line 355: 07:13.264	ID:22	30 0 432 0 257 51 1 0 14641 13356 12851 2048 2048 0 231 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 363: 07:25.279	ID:22	29819,444,444,17
	Line 364: 07:25.314	ID:22	30 0 444 0 4369 50 1 0 12600 11321 13364 52 2048 0 155 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 0
	Line 367: 07:28.801	ID:22	-6939,447,447,5
	Line 368: 07:28.828	ID:22	30 0 447 0 1285 45 1 0 13113 11321 13364 55 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 372: 07:40.583	ID:22	-5269,459,459,2
