	Line 519: 07:21.458	ID:21	25077,440,440,9
	Line 520: 07:21.493	ID:21	30 0 440 0 2313 50 1 0 14128 11319 13364 48 2048 0 485 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 0
	Line 522: 07:24.846	ID:21	-30913,443,443,19
	Line 523: 07:24.883	ID:21	30 0 443 0 4883 45 1 0 14640 13105 13356 13108 2048 0 485 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 525: 07:25.117	ID:21	1794,444,443,6
	Line 526: 07:25.153	ID:21	30 0 443 0 1542 49 1 0 13369 13356 13364 512 2048 0 487 0 4726 4642 22706 4642 1 15 60530 35414 23240 0 977 4834 23718 65349
	Line 531: 07:27.533	ID:21	-22995,446,446,2
	Line 532: 07:27.567	ID:21	30 0 446 0 514 45 2 0 14642 13625 13356 13876 2048 0 231 34346 59254 17889 12 100 0 0 12672 6 0 9 63554 32422 0 41712
	Line 534: 07:31.634	ID:21	-21894,450,450,18
	Line 535: 07:31.671	ID:21	30 0 450 0 4626 45 1 0 14385 13369 13356 12341 2048 0 149 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 537: 07:32.870	ID:21	4721,452,451,15
	Line 538: 07:32.897	ID:21	30 0 451 0 3855 52 1 0 12594 13356 12853 0 43690 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 540: 07:35.880	ID:21	-17175,454,454,14
	Line 541: 07:35.909	ID:21	30 0 454 0 3598 45 2 0 12599 13623 13356 13365 43520 0 0 0 0 0 0 0 0 0 16448 0 0 0 0 10214 11054 44600
	Line 543: 07:38.102	ID:21	-7446,457,456,11
	Line 544: 07:38.138	ID:21	30 0 456 0 2827 45 1 0 13364 11318 13620 55 2048 0 229 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
	Line 546: 07:45.143	ID:21	2661,464,463,7
	Line 547: 07:45.180	ID:21	30 0 463 0 1799 50 1 0 12598 13356 13366 2048 2048 0 485 0 4732 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 1 41712
	Line 549: 07:47.137	ID:21	30096,466,465,1
	Line 550: 07:47.173	ID:21	30 0 465 0 257 51 1 0 14640 11318 13876 54 2048 0 229 0 4726 4642 22706 1 63492 1 6176 63492 36188 4414 5518 32422 0 41712
